PassengerId,CryoSleep,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,HP_Europa,HP_Mars,D_PSO J318.5-22,D_TRAPPIST-1e,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Side_P,Side_S,Transported
7960_01,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
7962_01,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
7967_01,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
7968_01,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1
7970_01,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
7972_01,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
7972_02,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
7973_01,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
7974_01,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
7976_01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
7981_01,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
7981_02,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
7982_01,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
7982_02,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
7983_01,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7984_01,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
7984_02,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
7984_03,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
7984_04,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
7986_01,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
7987_01,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
7988_01,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
7989_01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
7990_01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
7993_01,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1
7993_02,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
7994_01,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
7995_01,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7996_01,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
7999_01,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
8000_01,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
8000_02,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
8003_01,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
8004_01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
8005_01,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8005_02,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
8005_03,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
8006_01,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
8007_01,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
8007_02,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
8010_01,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
8012_01,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
8012_02,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
8012_03,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
8014_01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
8015_02,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
8015_03,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
8016_01,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
8018_01,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
8019_01,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
8020_01,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
8021_01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
8023_01,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
8023_02,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
8024_01,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
8025_01,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
8026_01,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
8027_01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
8027_02,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8029_01,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
8030_01,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
8031_01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
8032_01,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1
8032_02,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
8034_01,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
8034_02,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
8035_01,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
8036_01,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
8036_02,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
8037_01,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
8038_02,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
8042_01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8043_01,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8043_03,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1
8043_04,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
8046_01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
8049_01,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
8050_01,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
8050_02,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8050_03,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
8052_01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
8052_02,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
8053_01,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
8054_01,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
8055_01,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
8056_01,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
8056_02,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
8057_01,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
8057_02,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
8058_01,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
8059_01,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
8060_01,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
8060_02,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
8063_01,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
8064_01,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
8064_02,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1
8064_03,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
8066_01,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
8067_01,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8068_01,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
8069_01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
8071_01,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
8072_01,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1
8072_02,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
8075_01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8076_01,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8076_02,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8077_01,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
8078_01,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
8079_01,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
8081_01,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
8082_01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
8082_02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
8083_01,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
8084_01,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
8085_01,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
8086_01,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
8087_01,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
8088_01,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
8088_02,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
8089_01,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
8091_01,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
8092_01,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1
8092_02,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
8092_03,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
8094_01,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
8097_01,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
8098_01,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
8098_02,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
8098_03,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
8098_04,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
8102_01,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
8103_01,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
8105_01,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
8106_01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
8107_01,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
8108_01,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
8112_01,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
8115_01,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
8115_02,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
8116_01,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
8117_01,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
8117_02,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
8118_01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
8119_01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8120_01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
8121_01,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
8122_01,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8122_02,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
8122_03,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
8123_01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
8124_01,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
8128_01,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
8129_01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8129_02,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
8129_03,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
8129_04,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8129_05,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
8130_01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
8130_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8130_03,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
8131_01,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
8133_01,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
8135_01,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
8136_01,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
8136_02,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
8137_01,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
8138_01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8139_01,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
8140_01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
8141_01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
8143_01,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
8144_01,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
8144_02,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
8144_03,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
8144_04,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
8147_01,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
8147_02,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8147_03,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
8147_04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
8148_01,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
8149_01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
8150_01,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
8150_02,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1
8150_03,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
8152_01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
8153_01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
8156_01,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
8157_01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
8157_02,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8157_03,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
8157_04,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
8157_05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
8157_06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
8158_01,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
8159_01,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8161_01,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
8162_01,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
8164_01,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
8167_01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
8168_01,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8168_02,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
8168_03,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
8168_05,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
8168_06,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
8168_07,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
8168_08,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
8171_01,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
8173_01,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
8175_01,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
8176_01,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
8177_01,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
8178_01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
8182_01,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
8186_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
8186_02,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
8186_03,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
8186_04,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
8189_01,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
8190_01,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
8191_01,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
8192_01,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
8194_01,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
8197_01,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8199_01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
8200_01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
8202_01,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
8202_02,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
8202_04,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
8202_05,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8202_06,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
8203_01,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
8203_02,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
8204_01,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
8204_02,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
8207_01,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
8208_01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
8209_01,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
8210_01,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
8211_01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
8212_01,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
8213_01,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
8214_01,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1
8216_01,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
8217_01,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
8218_01,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1
8220_01,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1
8221_01,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
8222_01,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
8222_02,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
8224_01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
8225_01,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
8226_01,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
8226_02,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
8226_03,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
8227_01,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
8229_01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
8231_01,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
8231_02,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
8232_01,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
8233_01,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
8233_02,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
8235_01,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
8237_01,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
8238_01,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
8238_02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8239_01,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
8242_01,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
8243_01,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
8244_01,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
8247_01,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
8248_01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
8248_02,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
8251_01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
8252_01,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8252_03,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
8255_01,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
8257_01,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
8260_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
8260_03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
8261_01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
8264_01,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
